coo: 48.867502_12.600753;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2021-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.18;119.50;21.14;132.63;27.47;147.38;31.54;163.81;32.81;181.30;31.07;198.69;26.61;214.87;19.97;229.35;11.81;242.25;2.65;254.03;-7.06;265.28;--;--;--;--;--;--;--;--;--;--;
2021-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.91;119.77;20.85;132.88;27.15;147.59;31.19;163.95;32.44;181.36;30.70;198.66;26.24;214.77;19.63;229.20;11.47;242.07;2.33;253.84;-7.37;265.07;--;--;--;--;--;--;--;--;--;--;
2021-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.64;120.03;20.55;133.12;26.82;147.79;30.83;164.09;32.07;181.42;30.33;198.63;25.88;214.67;19.28;229.05;11.15;241.89;2.01;253.64;-7.68;264.87;--;--;--;--;--;--;--;--;--;--;
2021-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.37;120.29;20.25;133.36;26.50;147.99;30.48;164.23;31.70;181.47;29.96;198.60;25.53;214.57;18.94;228.90;10.82;241.72;1.70;253.45;-7.99;264.66;--;--;--;--;--;--;--;--;--;--;
2021-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.10;120.54;19.96;133.59;26.17;148.19;30.13;164.36;31.34;181.52;29.60;198.57;25.17;214.47;18.60;228.75;10.50;241.54;1.39;253.25;-8.29;264.45;--;--;--;--;--;--;--;--;--;--;
2021-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.83;120.79;19.67;133.82;25.85;148.38;29.79;164.49;30.97;181.56;29.23;198.53;24.82;214.36;18.27;228.61;10.18;241.36;1.08;253.06;-8.59;264.25;--;--;--;--;--;--;--;--;--;--;
2021-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.56;121.04;19.37;134.04;25.53;148.56;29.44;164.61;30.61;181.61;28.87;198.49;24.47;214.26;17.94;228.45;9.87;241.18;0.78;252.86;-8.89;264.04;--;--;--;--;--;--;--;--;--;--;
2021-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.30;121.28;19.08;134.26;25.21;148.74;29.10;164.73;30.26;181.64;28.52;198.45;24.13;214.15;17.61;228.30;9.55;241.00;0.48;252.66;-9.18;263.83;--;--;--;--;--;--;--;--;--;--;
2021-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.03;121.52;18.79;134.47;24.89;148.91;28.76;164.84;29.90;181.68;28.16;198.40;23.79;214.04;17.29;228.15;9.25;240.82;0.19;252.46;-9.46;263.62;--;--;--;--;--;--;--;--;--;--;
2021-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.76;121.75;18.49;134.68;24.57;149.08;28.42;164.95;29.55;181.71;27.82;198.36;23.45;213.94;16.96;228.00;8.94;240.64;-0.10;252.27;-9.75;263.41;--;--;--;--;--;--;--;--;--;--;
2021-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.49;121.98;18.20;134.89;24.26;149.25;28.08;165.05;29.20;181.74;27.47;198.31;23.11;213.83;16.65;227.85;8.64;240.46;-0.39;252.07;-10.03;263.19;--;--;--;--;--;--;--;--;--;--;
2021-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.22;122.21;17.91;135.09;23.94;149.41;27.75;165.15;28.86;181.76;27.13;198.26;22.78;213.71;16.34;227.70;8.35;240.28;-0.67;251.87;-10.30;262.98;--;--;--;--;--;--;--;--;--;--;
2021-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.96;122.43;17.63;135.28;23.63;149.56;27.41;165.25;28.52;181.79;26.79;198.21;22.46;213.60;16.03;227.54;8.06;240.10;-0.95;251.67;--;--;--;--;--;--;--;--;--;--;--;--;
2021-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.69;122.64;17.34;135.47;23.32;149.71;27.09;165.34;28.18;181.80;26.45;198.15;22.14;213.49;15.72;227.39;7.77;239.92;-1.23;251.47;--;--;--;--;--;--;--;--;--;--;--;--;
2021-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.43;122.85;17.05;135.66;23.01;149.85;26.76;165.42;27.84;181.82;26.12;198.10;21.82;213.37;15.42;227.23;7.49;239.74;-1.49;251.27;--;--;--;--;--;--;--;--;--;--;--;--;
2021-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.16;123.06;16.77;135.83;22.71;149.99;26.43;165.50;27.51;181.83;25.79;198.04;21.50;213.26;15.13;227.08;7.21;239.56;-1.76;251.07;--;--;--;--;--;--;--;--;--;--;--;--;
2021-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.90;123.26;16.49;136.01;22.40;150.13;26.11;165.58;27.18;181.84;25.47;197.98;21.20;213.14;14.84;226.92;6.93;239.38;-2.02;250.87;--;--;--;--;--;--;--;--;--;--;--;--;
2021-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.08;111.77;8.64;123.45;16.20;136.18;22.10;150.26;25.80;165.65;26.86;181.84;25.15;197.91;20.89;213.02;14.55;226.76;6.67;239.20;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.33;111.98;8.38;123.64;15.92;136.34;21.80;150.38;25.48;165.72;26.54;181.84;24.84;197.85;20.59;212.90;14.27;226.61;6.40;239.01;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.57;112.19;8.12;123.83;15.65;136.50;21.50;150.50;25.17;165.78;26.22;181.84;24.53;197.78;20.30;212.78;13.99;226.45;6.14;238.83;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.81;112.38;7.86;124.01;15.37;136.65;21.21;150.61;24.86;165.84;25.91;181.83;24.22;197.71;20.01;212.66;13.72;226.29;5.89;238.65;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.61;124.18;15.10;136.80;20.92;150.72;24.56;165.90;25.60;181.82;23.92;197.63;19.72;212.54;13.45;226.13;5.64;238.47;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.35;124.35;14.82;136.94;20.63;150.82;24.26;165.94;25.30;181.80;23.62;197.56;19.44;212.41;13.19;225.97;5.40;238.28;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.10;124.51;14.55;137.08;20.34;150.92;23.96;165.99;25.00;181.79;23.33;197.48;19.17;212.29;12.94;225.81;5.16;238.10;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.85;124.67;14.29;137.21;20.06;151.01;23.67;166.03;24.70;181.77;23.05;197.40;18.90;212.16;12.69;225.65;4.93;237.92;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.60;124.82;14.02;137.33;19.78;151.10;23.38;166.06;24.41;181.74;22.77;197.32;18.63;212.03;12.44;225.49;4.70;237.74;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.35;124.97;13.76;137.45;19.50;151.18;23.09;166.10;24.13;181.71;22.49;197.24;18.37;211.90;12.20;225.33;4.48;237.55;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.11;125.11;13.50;137.57;19.23;151.26;22.81;166.12;23.85;181.68;22.22;197.15;18.12;211.77;11.97;225.17;4.27;237.37;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.86;125.25;13.24;137.68;18.96;151.33;22.53;166.14;23.57;181.65;21.95;197.06;17.87;211.64;11.74;225.01;4.06;237.19;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.62;125.38;12.99;137.78;18.70;151.39;22.26;166.16;23.30;181.61;21.70;196.97;17.63;211.51;11.52;224.85;3.86;237.01;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.38;125.50;12.74;137.88;18.43;151.46;21.99;166.17;23.04;181.57;21.44;196.88;17.39;211.38;11.31;224.69;3.66;236.83;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.15;125.62;12.49;137.97;18.18;151.51;21.73;166.18;22.78;181.52;21.19;196.78;17.17;211.24;11.10;224.53;3.47;236.65;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.91;125.73;12.24;138.06;17.92;151.56;21.47;166.19;22.52;181.48;20.95;196.69;16.94;211.11;10.89;224.36;3.29;236.47;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.68;125.84;12.00;138.14;17.67;151.61;21.22;166.18;22.27;181.43;20.72;196.59;16.72;210.97;10.70;224.20;3.11;236.29;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.45;125.94;11.76;138.21;17.43;151.65;20.97;166.18;22.03;181.37;20.49;196.49;16.51;210.84;10.51;224.04;2.94;236.11;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.23;126.04;11.53;138.28;17.18;151.68;20.72;166.17;21.79;181.32;20.26;196.39;16.31;210.70;10.32;223.88;2.77;235.93;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.01;126.12;11.30;138.35;16.95;151.71;20.49;166.16;21.56;181.26;20.04;196.29;16.11;210.56;10.14;223.72;2.61;235.75;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.79;126.21;11.07;138.40;16.71;151.73;20.25;166.14;21.33;181.19;19.83;196.18;15.92;210.43;9.97;223.56;2.46;235.58;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.57;126.29;10.85;138.46;16.49;151.75;20.03;166.12;21.11;181.13;19.63;196.07;15.73;210.29;9.81;223.40;2.31;235.40;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.36;126.36;10.63;138.50;16.26;151.77;19.80;166.09;20.90;181.06;19.43;195.97;15.55;210.15;9.65;223.24;2.18;235.23;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.15;126.42;10.41;138.54;16.04;151.78;19.59;166.06;20.69;180.99;19.24;195.86;15.38;210.01;9.50;223.08;2.04;235.05;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.94;126.48;10.20;138.58;15.83;151.78;19.38;166.03;20.49;180.91;19.05;195.75;15.22;209.87;9.35;222.92;1.92;234.88;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.74;126.54;10.00;138.61;15.62;151.78;19.17;165.99;20.30;180.83;18.87;195.63;15.06;209.73;9.22;222.77;1.80;234.71;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.54;126.58;9.79;138.63;15.42;151.77;18.97;165.95;20.11;180.75;18.70;195.52;14.91;209.59;9.09;222.61;1.69;234.54;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.35;126.63;9.60;138.65;15.22;151.76;18.78;165.90;19.92;180.67;18.54;195.40;14.76;209.45;8.96;222.45;1.58;234.38;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.16;126.66;9.40;138.67;15.03;151.75;18.59;165.85;19.75;180.59;18.38;195.29;14.62;209.32;8.85;222.30;1.48;234.21;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.97;126.69;9.21;138.67;14.84;151.73;18.41;165.80;19.58;180.50;18.23;195.17;14.49;209.18;8.74;222.14;1.39;234.05;--;--;--;--;--;--;--;--;--;--;--;--;
2021-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.79;126.72;9.03;138.68;14.66;151.70;18.23;165.74;19.42;180.41;18.08;195.05;14.37;209.04;8.63;221.99;1.31;233.89;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.61;126.74;8.85;138.67;14.48;151.67;18.06;165.68;19.26;180.32;17.95;194.93;14.25;208.90;8.54;221.84;1.23;233.73;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.44;126.75;8.68;138.67;14.31;151.64;17.90;165.62;19.11;180.22;17.82;194.81;14.15;208.76;8.45;221.69;1.16;233.57;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.27;126.75;8.51;138.65;14.15;151.60;17.75;165.55;18.97;180.13;17.69;194.69;14.04;208.62;8.37;221.54;1.10;233.41;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.11;126.76;8.35;138.63;13.99;151.56;17.60;165.48;18.84;180.03;17.58;194.57;13.95;208.48;8.29;221.40;1.04;233.26;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;126.75;8.19;138.61;13.84;151.51;17.45;165.41;18.71;179.93;17.47;194.45;13.86;208.35;8.23;221.25;0.99;233.11;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.79;126.74;8.04;138.58;13.69;151.46;17.32;165.33;18.59;179.82;17.37;194.33;13.78;208.21;8.17;221.11;0.95;232.96;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.64;126.72;7.89;138.55;13.55;151.40;17.19;165.25;18.48;179.72;17.28;194.20;13.71;208.08;8.12;220.97;0.91;232.82;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.50;126.70;7.75;138.51;13.41;151.34;17.07;165.17;18.37;179.61;17.19;194.08;13.65;207.94;8.07;220.83;0.89;232.68;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.36;126.68;7.61;138.47;13.29;151.28;16.95;165.08;18.27;179.51;17.11;193.96;13.59;207.81;8.03;220.69;0.86;232.54;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.22;126.64;7.48;138.42;13.17;151.21;16.84;164.99;18.18;179.40;17.04;193.83;13.54;207.68;8.00;220.55;0.85;232.40;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.09;126.61;7.36;138.36;13.05;151.14;16.74;164.90;18.10;179.29;16.98;193.71;13.50;207.55;7.98;220.42;0.84;232.27;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.03;126.56;7.24;138.31;12.94;151.06;16.65;164.80;18.02;179.18;16.92;193.59;13.46;207.42;7.96;220.29;0.84;232.14;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.15;126.51;7.13;138.24;12.84;150.98;16.56;164.70;17.95;179.06;16.87;193.46;13.43;207.29;7.95;220.16;0.85;232.01;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.26;126.46;7.03;138.18;12.75;150.90;16.48;164.60;17.89;178.95;16.83;193.34;13.41;207.16;7.95;220.04;0.86;231.89;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.37;126.40;6.93;138.10;12.66;150.81;16.41;164.50;17.84;178.83;16.80;193.22;13.40;207.04;7.96;219.91;0.88;231.77;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.47;126.34;6.83;138.03;12.58;150.72;16.34;164.40;17.79;178.72;16.77;193.10;13.39;206.92;7.97;219.79;0.91;231.65;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.57;126.27;6.75;137.95;12.50;150.63;16.29;164.29;17.75;178.60;16.76;192.97;13.40;206.80;7.99;219.68;0.94;231.54;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.66;126.19;6.67;137.86;12.44;150.53;16.23;164.18;17.72;178.48;16.75;192.85;13.41;206.68;8.01;219.56;0.98;231.43;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.74;126.11;6.59;137.77;12.38;150.43;16.19;164.07;17.70;178.36;16.74;192.73;13.42;206.56;8.05;219.45;1.03;231.32;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.82;126.03;6.52;137.68;12.32;150.33;16.16;163.96;17.68;178.25;16.75;192.61;13.45;206.45;8.09;219.34;1.08;231.22;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.46;137.58;12.28;150.22;16.13;163.84;17.67;178.13;16.76;192.49;13.48;206.33;8.14;219.24;1.14;231.13;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.41;137.48;12.24;150.11;16.11;163.73;17.67;178.01;16.78;192.38;13.52;206.22;8.19;219.14;1.21;231.03;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.36;137.38;12.20;150.00;16.09;163.61;17.68;177.89;16.81;192.26;13.56;206.11;8.25;219.04;1.28;230.94;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.32;137.27;12.18;149.88;16.09;163.49;17.70;177.77;16.84;192.15;13.62;206.01;8.32;218.95;1.36;230.86;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.29;137.15;12.16;149.76;16.09;163.37;17.72;177.65;16.89;192.03;13.68;205.91;8.40;218.86;1.45;230.78;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.26;137.04;12.15;149.64;16.10;163.24;17.75;177.53;16.94;191.92;13.75;205.81;8.48;218.77;1.54;230.71;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.24;136.92;12.15;149.52;16.12;163.12;17.79;177.41;17.00;191.81;13.82;205.71;8.57;218.69;1.64;230.64;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.23;136.80;12.15;149.40;16.14;162.99;17.83;177.29;17.06;191.70;13.91;205.62;8.66;218.61;1.74;230.57;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.22;136.67;12.17;149.27;16.17;162.87;17.89;177.17;17.13;191.60;13.99;205.52;8.76;218.53;1.85;230.51;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.22;136.54;12.18;149.14;16.21;162.74;17.95;177.05;17.21;191.49;14.09;205.44;8.87;218.46;1.97;230.45;--;--;--;--;--;--;--;--;--;--;--;--;
2021-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.23;136.41;12.21;149.01;16.26;162.61;18.02;176.93;17.30;191.39;14.19;205.35;8.99;218.39;2.09;230.40;--;--;--;--;--;--;--;--;--;--;--;--;
2022-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.25;136.24;12.25;148.84;16.33;162.45;18.11;176.78;17.42;191.26;14.33;205.25;9.14;218.32;2.25;230.35;--;--;--;--;--;--;--;--;--;--;--;--;
